,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
587,79.0,210,83.0,31.0,11,8,13,9,7,12,12,11,9,9,7,7,13,14,11,10.214,4.37695146182231,8.325858643201817,0.553,0.4598353675844451,1.1342605733749644,0.405,3.919386886176554,7.191598069826853,0.545,2.3786545557763272,3.2710757876809535,0.727,1.838206074368436,5.412605771755155,7.25081184612359,0.8674425205790519,0.9952137649696063,0.7803380657148049,1.1342605733749644,2.153280691479694,1.642,6.406,6.917967641214874,0.10786261708770933,2.61935850127732,0.02384331535623049,0.05563440249787113,0.429,3.4334374112971897,6.30031223389157,0.545,0.4609707635537894,0.8367868294067556,0.551,49.322,49.517,6.8929862471474435,3.285336349132621,7.269584183209807,0.474,0.32118262414928206,0.940929377789446,0.341,2.9618918755174994,6.328654805420362,0.468,0.29630228002504194,0.5111779792798433,0.58,2.449582971504736,5.116303491730114,0.479,0.2137447745218814,0.7011733344104045,0.305,1.3,0.9,2.2,5.6,6.4,12.1,0.594,0.136,0.393,7.5,21.0,14.4,5.0,1.8,2.7,10.4,17.7
588,73.5,195,79.25,29.5,8,7,15,7,9,6,7,10,6,9,8,7,7,7,10,3.473,2.136410318371292,5.521174409472603,0.475,0.9777079683441067,2.714915725246179,0.36,1.1570108137497737,2.8028756116716003,0.413,0.6224853500875974,1.109647797982239,0.561,1.243279163897783,5.64561424837396,6.8888934122717425,1.4259650818582732,0.40167770956172877,0.04425262901951249,1.8708391228176162,2.7742994346848215,-5.29,14.9,1.8674560502627926,0.0,1.2466622364526068,0.04397994321271069,0.08965142270283333,0.491,0.8897480819186855,2.0924303751585818,0.425,0.2198997160635535,0.6241768863650095,0.352,33.106,32.902,11.286122424168743,5.373290377484652,9.049662634490305,0.624,0.5395416691994408,0.9837699835876238,0.548,4.838854780864386,8.060786578323507,0.6,0.4918849917938119,0.668895507871862,0.735,4.122302595586894,6.852349401252203,0.602,0.22126314509756248,0.5378396450063827,0.411,-2.4,-1.7,-4.1,-4.8,-8.3,-13.0,0.489,0.492,0.201,4.4,22.6,12.9,8.4,0.7,0.1,23.7,12.6
589,76.5,200,78.0,25.0,13,14,14,12,13,5,7,9,6,5,14,14,11,16,13,15.587,5.213486005089059,9.970992366412215,0.547,0.4773536895674301,1.130152671755725,0.422,4.734351145038168,8.84351145038168,0.535,2.9772264631043255,3.5828244274809165,0.831,2.25941475826972,6.241044419678396,8.500459177948114,0.39185750636132316,0.9566629517592741,0.10877248845725204,1.0010178117048347,2.7389269224645765,-3.51,5.335,8.297582697201019,0.044529262086514,2.6076335877862595,0.15229007633587788,0.15229007633587788,1.0,3.999618320610687,7.6260814249363875,0.524,0.5860050890585242,1.062468193384224,0.552,62.88,62.81,11.741187708963542,5.630313644324153,9.503327495621717,0.618,0.47877726476675697,1.392644483362522,0.344,5.153319535105875,8.111574590033435,0.635,0.32542588759751634,0.43598153160324793,0.746,4.176150294539086,6.479095685400415,0.645,0.6526349307435122,1.1964973730297723,0.545,2.0,-1.3,0.7,5.2,-1.8,3.4,0.601,0.113,0.359,8.6,24.5,16.5,2.4,1.7,0.3,8.0,20.2
590,78.0,190,82.0,28.0,12,13,12,9,7,6,9,11,6,10,6,12,6,6,11,13.954,5.019949220166849,10.708257768105431,0.482,0.2775964212308064,0.944021279168178,0.294,4.744287268770403,9.76326925402007,0.486,3.177366702937977,3.844758795792529,0.826,2.163704509732802,5.8433360251542075,8.00704053488701,0.43525571273122965,0.5263139808594355,0.29731447913266096,1.2883569096844396,2.9327331145512963,-3.549,5.705,7.9680812477330445,0.047394510941845006,2.992624833756499,0.092854552049329,0.11413372022730021,0.814,3.890218836900013,7.668238423407085,0.507,0.7592794099867006,1.9808971103856852,0.383,57.897,58.201,8.727960000687274,4.331746877201423,8.039037129946221,0.543,0.06831497740588649,0.4810913901822993,0.142,4.261507534234807,7.561794470885381,0.564,0.1818525454889091,0.36659163931891203,0.496,3.939176302812667,6.75837184928094,0.583,0.13759213759213762,0.4349066167247986,0.316,1.1,0.0,1.0,1.8,0.1,1.9,0.544,0.088,0.359,8.4,21.0,14.9,2.7,0.9,0.9,9.4,22.2
591,78.0,210,77.0,31.5,8,10,12,6,12,6,4,12,6,9,9,11,13,7,10,5.267,5.2237473970507,10.913943308826658,0.505,0.5783009646848838,2.322723216182908,0.249,4.64068675364413,8.588840253282905,0.54,1.5111979941353961,2.553567634184693,0.592,1.5706939781564746,7.802481683818237,9.373175661974711,0.7544090773872765,0.5786642950916868,0.9842036166518443,2.087119119459437,3.007157074492864,-5.78,7.122,7.546470613233608,0.11899196804215717,2.960520164888871,0.05235646593854915,0.2308444180017849,0.227,3.598317113594833,6.615953423143938,0.544,0.8710212060685905,1.7372827334154948,0.501,23.531,23.613,8.506839452843774,4.053021640621692,8.910007199424047,0.478,0.4055393215601576,1.4466607377292173,0.28,3.642739169101767,7.460974886714946,0.488,0.2347859230085123,0.2917037225257274,0.805,2.658535552449922,5.148689281328082,0.516,0.7494176936433321,2.0253250328209043,0.37,-0.6,2.1,1.5,-6.4,-0.8,-7.2,0.521,0.213,0.234,6.5,29.6,18.5,5.8,1.0,3.0,14.8,23.5
592,76.0,195,79.25,30.5,0,5,2,6,1,7,5,5,5,8,7,4,1,5,5,4.551,1.9711282410651718,6.1869656622284515,0.334,0.1928521373510862,0.6177995795374914,0.312,1.779397337070778,5.566923615977575,0.32,0.9653819201121235,2.2413454800280315,0.431,0.30833917309039943,3.5226613653358623,3.8310005384262618,0.6570427470217239,0.4575680752886247,0.24512575461890607,3.5565522074281715,3.170293093071185,-51.965,9.64,2.396075683251577,0.0,2.2424667133847236,0.0762438682550806,0.15473020322354594,0.493,1.1212333566923618,3.7112824106517173,0.302,0.5796776454099509,1.7009110021023124,0.341,49.945,54.829,9.614036367615679,4.5429973189370605,7.996206387130898,0.601,0.5270203724306481,1.1623046198179796,0.453,4.014955589195499,6.831859052691095,0.588,0.24614711192981817,0.3513469149537653,0.701,3.275492896095132,5.388681172372285,0.608,0.49331558117054847,1.0928523226759563,0.451,-7.0,-2.6,-9.6,-19.6,-13.8,-33.4,0.356,0.1,0.362,1.3,14.0,8.0,6.4,0.8,0.7,33.1,17.7
593,82.0,240,83.25,35.0,1,4,4,1,9,6,5,7,8,9,2,10,6,1,6,1.649,1.404490474166248,4.49047416624802,0.336,0.21208022568303903,1.027939869382077,0.206,1.1880820806121268,3.462534296865943,0.343,0.5388568999497624,0.8656335742164858,0.622,2.055879738764154,6.886515558970419,8.942395297734572,0.8634694902809446,0.48190549366116026,0.7013446023818671,2.865247130656568,3.605685747214752,-11.075,4.902,2.1619198516056732,0.0,1.893573443598563,0.0,0.11036828071260193,0.0,1.0820419677706072,2.2181860339297446,0.488,0.11036828071260193,1.138308150094679,0.097,25.877,26.03,11.240875912408757,5.434344986553976,8.820591625048023,0.637,0.3743373031117941,0.5937764118325011,0.63,5.055704955820207,8.231117940837496,0.614,0.539992316557818,0.8024587014982713,0.673,3.8660007683442186,6.619746446407991,0.584,0.6432577794852093,0.8067614291202458,0.797,-5.3,-0.9,-6.2,-13.2,-12.2,-25.4,0.366,0.229,0.193,8.0,26.7,17.4,5.4,0.9,2.2,37.0,12.3
594,81.0,225,84.0,25.0,18,11,12,11,15,14,9,12,4,7,8,17,13,10,13,14.341,5.536291124816873,10.920653294507044,0.528,0.4699669011919189,1.137441444048545,0.413,5.063285644522419,9.783211850458502,0.518,2.990974696594259,4.150699054061387,0.721,2.0014107688690337,6.387029213158561,8.388439982027595,0.32208938486859956,1.2345358032715852,1.1354493915429893,1.3086147334912914,2.244610551402882,5.194,5.856,8.893921033116895,0.09723453128108665,3.0639005950550744,0.02228291341858236,0.049630125341387984,0.449,4.34719383602525,8.349002514062473,0.521,0.615818698113549,1.3835663513537957,0.445,55.289,55.386,8.975408948109632,4.3668797168959665,8.336402701043584,0.539,0.24670494348752395,0.7391037446286065,0.334,4.117141515906547,7.595276784747049,0.542,0.3468024410500849,0.764380890477738,0.454,3.4043260029610374,6.214133535550501,0.548,0.3690463293973206,0.6187845303867403,0.596,1.4,0.4,1.8,4.1,3.0,7.2,0.57,0.104,0.38,8.2,24.8,16.7,2.0,2.2,4.0,9.3,22.8
595,77.5,215,80.0,29.0,8,6,14,11,13,12,9,4,10,10,14,8,15,13,12,12.767,4.761499872459825,9.546807244281949,0.521,0.4161550888529887,1.1979933679108918,0.347,4.347249383555821,8.350718476320042,0.521,2.2207635405152626,3.246390613043109,0.684,2.2959952385001277,7.586474878996524,9.882470117496652,0.9770597738287562,1.4430431522257823,0.8799509168995842,1.6122438568148971,2.619810484695617,3.0,5.927,7.666967094634811,0.16950939545956978,3.22258311368081,0.4656746875265709,0.7570784797211123,0.615,3.3701896097270643,6.250897032565258,0.539,0.5132896862511692,1.3427429640336705,0.382,58.805,58.676,8.29463494444066,3.9884109346240377,7.953916422387349,0.521,0.31781307519258306,0.8560910764196605,0.371,3.669643465812258,7.095916558729294,0.517,0.22046492603449452,0.5373236076078804,0.41,3.1561796986843005,5.798895630240644,0.544,0.2929988410934624,0.758742927261572,0.386,0.9,1.7,2.6,1.6,4.2,5.8,0.554,0.125,0.34,8.8,29.6,19.1,5.6,2.6,2.8,12.8,20.1
596,79.0,225,81.0,32.5,8,8,11,12,12,8,7,5,10,10,9,5,7,8,11,4.744,2.4871315993258323,4.545711292306292,0.561,0.12882066232405595,0.4897736072518563,0.263,2.3570354848995585,4.055937685054435,0.581,0.9476609119482532,1.4718717259600056,0.644,2.8455336400491964,7.365573091611835,10.211106731661031,0.8813374026328976,0.19969631436064972,0.9585423089311187,1.7996629162301283,2.8073436709151975,1.615,4.016,4.186033799480709,0.1300961144262743,1.6989022001548768,0.1300961144262743,0.1300961144262743,1.0,1.9310344827586208,3.237097435430237,0.597,0.261467680954767,0.6861932309934862,0.381,43.906,43.466,9.383150048313627,4.6239359499378825,9.282657709474071,0.505,0.13141305848249205,0.4599457046887222,0.286,4.4925228914553905,8.818846914829983,0.509,0.5965122164450376,0.9572539456126629,0.623,3.6318961947269135,7.33336400865044,0.495,0.2641144802834399,0.5295173238853357,0.499,-0.9,1.2,0.3,-2.4,-3.2,-5.6,0.583,0.108,0.324,10.3,27.9,18.9,4.6,0.4,2.9,25.7,10.8
597,78.5,230,80.0,29.0,8,10,10,5,13,9,5,18,8,6,6,12,12,10,11,3.513,2.5916769399926696,5.823343217938894,0.461,0.18471995468630262,0.49631826208642926,0.372,2.414420417818945,5.323293239596176,0.454,1.1810881951154502,1.774431079865392,0.666,2.4554692966381237,6.995343887189038,9.450813183827162,0.9105387665345018,0.5903951044299587,0.636956232539577,1.6848698897144572,2.136224557669283,-0.56,6.017,4.186985639556193,0.27054942858094827,1.8639922700163265,0.09142704827907908,0.09142704827907908,1.0,1.9983340552427282,4.418352047446107,0.452,0.31906173991270453,0.8191117182554226,0.39,30.013,30.068,7.494479180524146,3.5889317546893706,7.904217107888786,0.474,0.3184781162697885,0.7282160436344286,0.437,3.2685911932951974,7.177863509378741,0.455,0.45816150059864313,0.8641745377145139,0.53,2.5887987228947713,5.7195689769855,0.453,0.22535586005055208,0.5866702141811894,0.384,-1.5,1.8,0.4,-0.3,1.7,1.3,0.496,0.085,0.305,9.6,26.5,18.2,4.9,1.1,2.0,20.3,13.4
598,77.0,195,80.0,28.5,7,7,7,5,7,11,12,14,12,7,11,11,13,7,10,3.7,2.5152712899748475,4.609653850760571,0.577,0.2917714696370823,0.7143370463528567,0.408,2.221822972811115,3.8986704994610135,0.57,0.8820217990178465,1.5930051503174034,0.554,1.9283746556473829,4.39643558374868,6.324810239396062,2.8103964546652294,1.3515783114333186,0.7612143180788403,2.0155707270331775,3.088838544026583,6.2,7.556,2.770152114025632,0.6707390106599593,2.054138220146126,0.2917714696370823,0.5013774104683196,0.582,1.0480297041561863,2.14133429153192,0.489,0.8367469157982993,1.2593124925140735,0.664,33.396,33.105,7.612143180788403,3.5963147560791424,7.485274127775262,0.509,0.42458843075064195,1.3109802144691138,0.324,3.175109500075518,6.1742939133061485,0.514,0.2943362029904849,0.46687811508835536,0.63,2.623652016311736,5.1153602174898065,0.513,0.25035493127926295,0.5903639933544782,0.424,-0.1,-0.4,-0.5,0.0,2.5,2.5,0.584,0.155,0.346,7.4,18.8,12.8,13.9,2.4,2.6,27.5,11.7
599,77.5,200,82.0,33.0,9,12,9,8,15,9,14,16,8,9,9,12,12,7,11,8.464,3.8883826879271073,7.33371298405467,0.538,0.10933940774487472,0.5831435079726653,0.188,3.775626423690205,6.7517084282460145,0.559,1.7528473804100226,2.1662870159453305,0.809,2.8052391799544423,7.182588849038146,9.987828028992588,0.47380410022779046,1.1982393218128464,1.2541571568307792,1.33371298405467,2.42044343006195,0.173,4.804,6.610478359908884,0.056947608200455586,2.14123006833713,0.11047835990888384,0.13895216400911162,0.795,3.1924829157175405,5.5,0.58,0.47380410022779046,1.1127562642369022,0.426,49.168,49.072,8.906912292142158,4.314802738832736,8.515487447016628,0.523,0.2784479947831757,0.8330616237365503,0.334,4.037495924356048,7.68128464297359,0.526,0.24877730681447668,0.5568959895663514,0.447,3.587870883599609,6.5960221715030976,0.544,0.1940006521030323,0.5283664819041408,0.367,0.5,1.1,1.6,4.5,3.5,8.1,0.582,0.08,0.295,10.5,27.3,18.8,2.5,2.1,4.1,13.9,15.4
600,81.0,265,83.0,25.5,15,11,14,10,12,15,11,6,5,8,6,12,7,7,11,11.997,7.293335513051061,12.799956405645469,0.587,0.4470601057163098,1.5654732712113781,0.286,6.84780120974334,11.237534739251268,0.609,3.275897771238625,4.018963544221023,0.815,2.9020761811345435,7.172874417602544,10.074950598737086,0.10985777341834234,0.9576903396084135,0.8415609598448737,1.8614789384774675,2.7569416390617008,1.927,5.19,12.284235191542695,0.0,3.498664922892486,0.03509345539752602,0.03509345539752602,1.0,6.069641981363414,9.972644542531743,0.609,0.709498119993461,1.2282709389134108,0.578,36.702,37.131,7.539360642051116,3.56984729740648,7.135170073523471,0.529,0.40419056852764546,1.0285745064770677,0.393,3.165656728878835,6.1035792195200775,0.519,0.5157954270016968,0.9576903396084135,0.539,2.431176106218524,4.48832511917266,0.542,0.22019336942177697,0.6635964557916567,0.332,2.5,1.5,4.0,-2.3,1.3,-1.0,0.628,0.122,0.314,11.6,27.3,19.6,0.8,1.7,3.0,11.3,26.1
601,76.5,215,78.0,26.0,14,15,14,7,12,11,10,11,12,5,9,7,7,8,11,10.724,4.126717501013004,8.660846502375955,0.509,0.5662504144104321,1.3944818948686784,0.406,3.5594356650826984,7.271521715106642,0.49,2.2454046487641364,2.835377758131654,0.792,1.6255203153202935,5.00780255658237,6.633322871902664,0.9540649058827866,0.8274030214155278,0.20555955213694133,2.010240542233028,2.428495010421855,2.299,7.23,6.445353077688143,0.5404648764136001,2.5280141452094163,0.15471322798099238,0.17946734445795118,0.862,3.0695104431428892,6.137989464765904,0.5,0.33624341547869013,0.9530334843629132,0.353,54.294,54.213,9.01156549167174,4.3911239001715465,8.006492907605187,0.563,0.23241657904930554,0.9813144448748455,0.237,4.157674358548688,7.026211425303894,0.592,0.33571283640455246,0.5939534797926697,0.565,3.4624905465478757,5.472635714680981,0.633,0.36153690074336414,0.9575563056831389,0.378,-0.5,-0.9,-1.4,-3.8,-3.1,-6.9,0.558,0.161,0.327,6.1,20.4,13.0,5.5,1.5,0.7,16.9,19.1
602,80.5,220,84.25,29.5,9,8,12,11,9,10,8,15,11,6,9,5,4,10,11,4.25,3.641768859160164,7.231512448903754,0.522,0.26012634708286886,1.0425863991081383,0.25,3.3774804905239693,6.191007060572279,0.546,1.3006317354143442,2.081010776662951,0.625,1.6148643626904498,6.173097594425296,7.787961957115745,1.094611668524712,1.5567663738463249,1.2474887875755218,0.9863991081382386,2.3330738722710263,4.751,4.904,6.034931252322557,0.10613154960981049,1.9207729468599037,0.049944258639910824,0.049944258639910824,1.0,2.9654403567447054,5.096395392047566,0.582,0.3641768859160163,1.0384243775548123,0.351,26.91,26.979,7.987249342080878,3.8420994106527306,8.562215056154788,0.467,0.311353274769265,1.2433374105785984,0.25,3.5286704473850032,7.316801957077728,0.482,0.20549316134771492,0.41306201119389163,0.497,2.9059638978464735,5.708143370769859,0.509,0.4151376996923534,1.191445198117054,0.348,0.2,1.2,1.4,8.5,9.1,17.7,0.543,0.144,0.288,6.3,24.9,15.5,5.9,2.8,4.1,10.8,14.9
603,77.5,190,85.0,30.0,10,6,9,9,7,10,7,16,12,13,13,6,4,8,11,6.78,3.8878839815425184,7.487831245880027,0.519,0.0,0.0,,3.8878839815425184,7.487831245880027,0.519,2.234093605800923,3.889360580092288,0.574,2.1218721160184577,4.795057721002069,6.916929837020526,1.188661832564272,0.498416271825345,1.105311379283265,1.0808701384311141,2.429046360042931,1.512,3.824,7.563137771918261,0.0,2.987158866183257,0.18014502307185237,0.21558338826631512,0.836,3.5999472643375094,6.914911008569546,0.521,0.10779169413315756,0.36176664469347397,0.298,37.925,38.201,9.474306955315306,4.578100049736919,9.011073008559988,0.526,0.31957278605272116,0.7139080128792441,0.448,4.252663542839193,8.294233135258242,0.513,0.49988220203659595,0.7505562681605195,0.666,3.431742624538625,6.862019318865999,0.5,0.32250464647522314,0.6801916180204708,0.474,1.0,-0.9,0.1,6.5,0.2,6.7,0.544,0.0,0.519,8.0,19.5,13.6,6.3,0.9,3.5,10.5,16.4
604,80.0,210,84.0,30.5,6,8,8,7,9,14,8,14,4,10,11,9,11,10,11,4.463,2.459933222036728,6.482888146911519,0.39,0.14169449081803007,1.0692821368948249,0.133,2.3153171953255427,5.415066777963272,0.428,1.4622287145242072,2.4234140233722874,0.603,1.6755008347245413,5.0634434818695855,6.738944316594127,1.032762938230384,1.2753021735747265,0.4938527779218759,1.6755008347245413,2.1250194532344246,2.194,4.54,3.9893572621035065,0.0,2.1721619365609355,0.03359766277128548,0.1446160267111853,0.232,1.957429048414024,4.171953255425709,0.469,0.3213689482470785,1.1028797996661104,0.291,38.336,38.554,5.278414691082638,2.5142916428904916,6.414276080302952,0.411,0.24837889713129643,1.169269077138559,0.212,2.268817762099912,5.243554494994035,0.433,0.24692638896093794,0.24692638896093794,1.0,1.2404419774861235,3.5412149193339215,0.35,0.7785443793121336,1.448150645847383,0.538,-2.3,1.7,-0.6,1.7,8.6,10.3,0.432,0.165,0.374,6.4,19.3,12.9,5.5,2.3,1.8,18.2,14.7
605,79.0,220,83.0,27.5,13,14,7,7,11,14,6,14,7,9,10,5,7,9,10,15.88,7.3552727804592655,14.207400906830483,0.528,0.3065672078396958,1.0320315928038613,0.297,7.04870557261957,13.176539417873334,0.535,3.569986836331725,5.015065087026474,0.712,2.5917800204768175,6.129932807721912,8.72171282819873,0.7535468772853591,1.1661084645628343,1.1381498200578315,1.5585783238262398,2.6886896465644567,4.572,4.682,12.204183121252012,0.11115986543805764,3.595729120959485,0.05616498464238701,0.13924235775925112,0.403,6.04592657598362,10.698259470528011,0.565,0.9477841158402809,2.339037589586076,0.405,47.859,48.071,7.709596222254584,3.716169832123318,7.737554866759586,0.498,0.27609161448690483,0.8585633750078011,0.322,3.440078217636413,6.877826548230743,0.5,0.22250421251898236,0.5533481724948515,0.402,2.8296478126105136,5.575419691706018,0.508,0.38792619250691696,0.7502236275509143,0.517,2.8,0.9,3.8,2.4,4.1,6.6,0.566,0.073,0.353,10.7,23.6,17.4,5.1,2.1,4.0,8.7,29.1
606,78.0,215,82.25,29.0,10,10,13,10,8,11,4,11,8,8,8,10,7,10,12,3.902,4.708805429343763,9.03111520101225,0.543,0.3897164548225686,1.1015126243745328,0.354,4.319088974521194,7.929602576637719,0.545,2.750560763789038,3.6105136021165243,0.762,2.512221774889285,5.946586158848119,8.458807933737404,0.6280554437223212,0.9493729679516952,0.9526242452392012,1.4880082820498075,2.3019043195541107,1.292,4.863,8.328981422902167,0.1610398573646978,2.824639098176799,0.07407833438776099,0.07407833438776099,1.0,4.090412377063324,7.304767930062691,0.56,0.1610398573646978,0.5507563121872664,0.292,17.387,17.224,8.089177891314446,3.810496980956805,7.933116581514166,0.51,0.4746864839758476,0.8680910357640503,0.547,3.3325592196934513,7.055271713887598,0.472,0.3121226196005574,0.8745935903390619,0.357,2.8546214584300977,5.787273571760335,0.493,0.15931258708778448,0.39665582907570834,0.402,1.3,0.6,1.8,2.5,2.5,5.0,0.592,0.122,0.4,9.6,23.4,16.3,3.8,1.7,3.4,12.3,19.5
607,77.5,210,82.25,30.5,12,16,13,10,14,4,7,15,9,7,11,12,16,10,12,18.355,7.277993050628537,13.098146227873894,0.587,0.8251923811602904,1.7227164401753718,0.479,6.450763157415998,11.375429787698522,0.567,3.3231821572158853,3.976204769961251,0.836,1.820517018683258,8.032516194589103,9.85303321327236,0.8231548691080429,1.3788898767941065,0.8941953512003049,1.3335516381960741,2.63686015495999,5.19,6.446,10.820207753461043,0.242463934217468,3.542214702832506,0.21903254561662028,0.34026451272535435,0.644,5.19361822117921,8.951809201549965,0.58,1.043206170750787,2.086412341501574,0.5,54.969,55.111,10.569795503619968,5.105042550489014,9.145179728184937,0.578,0.36275879588466914,0.699098183665693,0.519,4.741267623523436,8.445065413438336,0.561,0.3150006350819256,0.45929124857106574,0.686,4.110250222278674,7.427918201447986,0.553,0.31296837292010676,0.5558237012574623,0.563,3.4,0.8,4.1,2.8,1.4,4.1,0.63,0.132,0.304,7.2,32.9,19.8,5.6,2.5,2.8,8.2,26.2
608,79.0,190,84.0,28.0,14,12,5,10,11,14,11,9,7,4,10,14,16,14,12,15.229,6.24850618286849,11.602346782200561,0.539,0.0,0.06773174474230527,0.0,6.24850618286849,11.535625959021573,0.542,2.8942684357794026,4.019424135752325,0.72,2.4110479285134034,7.643454038997215,10.05450196751062,0.6419351927069231,0.8984553051405421,0.6897948847809573,1.378897012365737,2.7845024056723227,-3.524,4.203,11.213141980323135,0.047513313475945486,3.1247585522159045,0.1384962541745645,0.18297680296055602,0.757,5.444823540030688,10.131455907572887,0.537,0.6419351927069231,1.2171495622348587,0.527,55.395,55.286,7.3902253735122825,3.6383894656875166,7.5512788047607,0.489,0.11445935679918967,0.46188908584451766,0.248,3.522917194226387,7.090402633578122,0.497,0.5064573309698658,0.876171182577868,0.578,2.808812357558876,5.709799949354267,0.492,0.20764750569764498,0.5064573309698658,0.41,2.0,2.2,4.3,2.6,4.7,7.3,0.576,0.006,0.346,9.3,29.2,19.3,4.6,1.6,2.1,9.3,23.7
609,80.5,215,84.0,34.0,13,9,10,10,11,6,7,12,8,6,11,12,3,9,11,9.512,5.688213783403658,9.640506329113927,0.604,0.26779184247538684,0.8065260196905769,0.332,5.415696202531647,8.835555555555556,0.613,3.345822784810127,4.535133614627287,0.738,2.9567369901547127,7.886679808504648,10.84341679865936,0.8443319268635727,0.5393410306955789,1.037679526893833,1.3830661040787626,2.693551112362715,3.294,4.66,9.91144866385373,0.15279887482419133,3.304866385372715,0.03623066104078763,0.15279887482419133,0.237,4.917918424753868,7.570632911392408,0.65,0.46312236286919833,1.1136990154711677,0.416,35.55,35.51,8.495409743734161,4.117600675865954,8.115347789355111,0.524,0.27124753590537876,0.61661503801746,0.44,3.844776119402986,7.498732751337652,0.513,0.4999155167558435,0.6938890453393411,0.72,3.0783441284145314,6.306505209800058,0.488,0.26967051534778946,0.49833849619825404,0.541,3.0,1.7,4.7,2.4,0.9,3.3,0.644,0.084,0.47,12.3,30.2,21.6,4.6,1.0,3.6,10.6,20.7
610,78.5,200,84.0,31.0,15,7,9,8,5,10,4,10,6,10,13,7,7,7,9,12.201,4.8448244008129135,9.24288281630528,0.524,0.0,0.04702799845479435,0.0,4.8448244008129135,9.193973697912295,0.527,1.7880045012512806,3.4556173264582877,0.517,1.669493945145199,5.166576381365115,6.836070326510313,0.589731100623121,0.3080985915492958,0.5441495124593716,1.4813819513260218,2.677139761646804,-3.075,4.079,9.1695191387158,0.0,2.8197987873494688,0.1881119938191774,0.21162599304657453,0.889,4.3980584154923665,8.32583684643679,0.528,0.257713431532273,0.6583919783671208,0.391,59.539,59.072,8.578412784398699,4.099133261105092,7.726164680390034,0.555,0.3791982665222102,0.8522481040086675,0.445,3.721830985915493,6.873916576381365,0.541,0.4256500541711809,0.7849404117009751,0.542,3.033586132177682,5.570422535211269,0.545,0.25975081256771404,0.5204496208017335,0.499,0.0,-0.6,-0.6,0.4,-2.3,-1.9,0.533,0.005,0.374,6.3,19.5,12.8,3.6,0.6,1.7,12.1,19.5
611,79.0,215,85.25,28.0,9,10,10,11,12,7,9,14,10,10,5,13,8,8,11,4.57,4.569026952946551,9.015258108725446,0.531,0.4272270443124715,0.6702603928734583,0.637,4.14179990863408,8.344997715851989,0.496,2.1361352215623572,3.1696665143901326,0.674,2.3100959342165375,6.465277777777778,8.775373711994314,0.6037460027409776,0.48355263157894735,0.6038011695906433,1.2816811329374145,2.6812865497076026,0.763,7.908,7.063316582914573,0.0,2.3740520785746915,0.0,0.0,,3.5329374143444494,6.641206030150753,0.532,0.60886249428963,1.7063499314755597,0.357,21.89,21.888,9.013523391812866,4.380116959064327,9.504751461988304,0.474,0.2456140350877193,0.6089181286549707,0.403,4.1421783625731,8.895833333333334,0.466,0.30190058479532167,0.6677631578947368,0.452,3.2902046783625734,6.874634502923977,0.479,0.5500730994152047,1.3355263157894737,0.412,0.8,0.9,1.8,2.1,1.6,3.8,0.562,0.074,0.352,8.7,25.1,16.8,3.1,0.9,1.9,11.0,18.4
612,78.0,235,77.25,33.5,13,8,12,13,9,5,10,6,11,10,4,8,10,12,10,11.756,4.872201788614851,9.765314314519893,0.5,0.02300181101921174,0.10141707585743359,0.227,4.845017830137602,9.665988312391478,0.501,2.5249715277907434,3.9019435783499192,0.647,1.9896566531618158,6.147644541597971,8.137301194759786,0.4840835682679562,0.25208869787517835,0.43052185028065426,1.6310375086350146,3.2906392990126156,-3.024,3.683,9.487201508560334,0.0,2.781128059595601,0.02300181101921174,0.02300181101921174,1.0,4.693414984783705,9.333507589477417,0.503,0.10141707585743359,0.30529676443681036,0.332,53.561,53.981,10.121931790815285,4.984716844815768,8.829328837924454,0.573,0.15146069913488078,0.5052147977992257,0.3,4.832218743632019,8.32307663807636,0.581,0.4315592523295234,0.6338526518589874,0.681,4.099812897130472,7.0076508401104105,0.585,0.30395880031863065,0.6836479502047017,0.445,0.1,-0.6,-0.5,-1.9,-4.9,-6.7,0.535,0.01,0.4,7.8,23.3,15.7,2.9,0.4,1.3,12.4,21.2
