,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
1304,82.0,255,86.0,33.0,2,9,10,7,2,9,6,3,8,5,4,7,3,7,6,4.155,1.463,2.742,0.557,0.128,0.411,0.311,1.334,2.333,0.572,1.102,1.564,0.705,0.59,2.795,3.385,0.411,0.051,0.949,1.308,1.617,-9.281,6.593,2.358,0.0,1.411,0.0,0.0,,1.178,1.975,0.596,0.154,0.36,0.428,34.232,34.472,5.308,2.616,5.541,0.479,0.077,0.254,0.303,2.539,5.281,0.481,0.256,0.591,0.433,2.102,4.436,0.474,0.178,0.256,0.695,-2.3,-0.7,-3.0,0.606,0.15,0.57,3.8,16.6,10.5,3.8,0.1,4.5,27.6,12.6
1305,78.0,220,83.0,30.0,9,8,8,6,6,9,5,9,5,5,7,8,10,8,9,6.732,2.66,5.22,0.523,0.145,0.317,0.457,2.514,4.903,0.513,1.269,2.172,0.584,0.853,4.218,5.071,0.49,0.438,0.877,1.682,2.903,-6.903,4.665,4.78,0.0,2.048,0.022,0.073,0.301,2.367,4.56,0.519,0.122,0.268,0.455,50.808,50.41,8.976,4.413,8.463,0.53,0.146,0.438,0.333,4.269,8.023,0.532,0.39,0.61,0.639,3.461,6.78,0.51,0.416,0.636,0.654,-2.4,-1.5,-3.9,0.545,0.061,0.416,3.6,18.0,10.8,3.2,0.9,3.1,21.4,14.2
1306,78.0,210,82.0,31.0,6,8,6,9,13,6,5,6,9,9,8,8,7,6,10,7.099,2.731,5.78,0.481,0.097,0.488,0.199,2.634,5.292,0.498,1.536,2.514,0.611,1.732,6.195,7.927,0.512,0.439,0.488,1.828,2.34,-5.266,5.325,4.489,0.05,2.097,0.05,0.097,0.515,2.194,4.244,0.517,0.39,0.951,0.41,49.852,50.112,8.683,4.243,8.295,0.523,0.195,0.854,0.228,4.049,7.439,0.544,0.39,0.539,0.724,3.295,6.169,0.534,0.366,0.73,0.501,-2.2,0.3,-1.9,0.515,0.084,0.435,7.4,26.5,17.0,3.4,0.9,1.7,21.0,15.5
1307,78.0,190,84.0,41.5,10,8,7,11,10,12,10,11,11,9,13,9,7,11,11,10.326,4.244,7.838,0.547,0.081,0.406,0.2,4.162,7.432,0.56,1.757,3.35,0.524,1.785,6.863,8.648,0.918,0.811,1.054,1.135,2.702,-0.973,3.804,7.675,0.054,2.593,0.081,0.081,1.0,3.757,6.514,0.577,0.324,0.84,0.386,55.507,55.041,8.242,4.055,8.729,0.472,0.135,0.432,0.312,3.918,8.297,0.472,0.487,0.919,0.53,3.162,6.754,0.468,0.272,0.622,0.437,0.4,1.3,1.7,0.554,0.052,0.427,7.0,24.9,16.3,5.4,1.5,3.4,10.9,17.1
1308,78.5,195,80.0,27.5,7,11,6,6,8,8,7,5,9,9,10,11,13,6,11,3.349,1.176,2.575,0.476,0.099,0.224,0.442,1.075,2.349,0.458,0.899,1.299,0.692,0.724,2.951,3.675,0.426,0.6,0.099,0.749,1.625,1.749,6.338,1.851,0.051,1.25,0.075,0.175,0.429,0.85,1.725,0.493,0.15,0.45,0.333,29.972,29.908,5.35,2.651,4.675,0.573,0.051,0.299,0.171,2.599,4.376,0.594,0.25,0.549,0.455,2.25,3.625,0.621,0.098,0.2,0.49,-1.7,-1.2,-2.9,0.532,0.087,0.504,5.0,21.5,13.1,4.1,2.0,0.6,19.2,11.6
1309,81.0,220,83.0,26.0,10,10,8,9,10,4,8,12,8,6,5,11,5,8,11,7.552,2.799,5.699,0.496,0.051,0.2,0.255,2.748,5.501,0.5,1.901,2.749,0.692,1.826,6.899,8.725,0.951,0.726,0.878,1.325,2.826,-0.525,3.96,5.1,0.0,2.8,0.024,0.024,1.0,2.5,5.049,0.495,0.199,0.424,0.469,55.162,55.169,12.576,6.176,11.275,0.558,0.223,0.675,0.33,5.951,10.599,0.561,0.35,0.551,0.635,5.225,9.399,0.556,0.375,0.649,0.578,-0.6,-1.0,-1.6,0.547,0.035,0.482,7.1,26.3,16.8,5.0,1.3,2.5,16.1,13.4
1310,80.0,220,81.0,31.5,11,10,10,5,13,4,6,15,10,4,7,11,14,8,11,7.261,3.0,5.88,0.52,0.12,0.548,0.219,2.881,5.33,0.541,1.14,1.356,0.841,2.095,4.619,6.714,0.715,0.926,0.356,1.119,2.069,3.121,3.782,5.238,0.0,1.452,0.048,0.048,1.0,2.572,4.833,0.532,0.261,0.452,0.577,39.33,39.406,7.548,3.666,6.573,0.574,0.214,0.524,0.408,3.45,6.05,0.57,0.26,0.381,0.682,3.071,5.309,0.578,0.119,0.356,0.334,0.3,-0.7,-0.3,0.561,0.093,0.231,11.3,26.1,18.5,5.6,2.3,1.6,14.7,17.2
1311,80.0,250,84.0,31.0,13,11,5,7,8,11,4,16,8,8,5,10,8,9,11,7.358,2.718,5.256,0.519,0.024,0.077,0.312,2.691,5.178,0.52,1.897,2.307,0.822,1.051,3.257,4.308,0.411,0.46,0.923,0.795,2.027,4.257,3.339,5.283,0.0,1.871,0.0,0.025,0.0,2.642,4.846,0.545,0.052,0.307,0.169,32.893,32.873,5.258,2.563,5.281,0.497,0.128,0.282,0.454,2.434,5.0,0.487,0.256,0.487,0.526,1.948,4.025,0.484,0.228,0.487,0.468,1.0,-0.2,0.7,0.587,0.015,0.439,6.9,21.7,14.2,3.8,1.4,5.2,11.3,19.1
1312,82.0,220,87.0,34.0,9,8,3,1,5,2,5,10,2,7,6,8,6,6,6,6.752,2.851,4.699,0.612,0.051,0.076,0.671,2.799,4.623,0.605,1.001,1.951,0.513,0.949,4.174,5.123,0.275,0.624,1.378,1.549,2.301,-6.376,2.96,5.501,0.051,1.95,0.075,0.099,0.758,2.676,4.351,0.615,0.048,0.173,0.277,42.081,42.307,9.051,4.426,8.774,0.516,0.199,0.4,0.497,4.225,8.374,0.505,0.4,0.55,0.727,3.624,7.452,0.486,0.199,0.376,0.529,-1.6,-1.5,-3.0,0.607,0.016,0.415,5.3,21.6,13.8,2.3,1.5,5.5,21.8,15.6
1313,78.5,225,83.0,33.0,9,8,8,5,12,5,8,18,9,9,6,8,8,8,11,5.025,2.102,3.692,0.583,0.102,0.256,0.398,1.999,3.434,0.582,0.717,1.103,0.65,1.156,4.509,5.665,0.615,0.36,0.128,0.616,1.619,2.538,4.464,3.795,0.154,1.129,0.025,0.025,1.0,1.873,3.181,0.589,0.101,0.229,0.441,30.764,30.825,6.848,3.307,5.847,0.585,0.229,0.539,0.425,3.076,5.308,0.58,0.229,0.283,0.809,2.717,4.716,0.576,0.128,0.307,0.417,0.7,-0.3,0.4,0.601,0.069,0.299,8.8,30.5,20.2,6.6,1.2,0.7,12.9,14.3
1314,80.5,205,83.0,36.5,10,8,7,8,10,4,6,12,4,5,8,10,12,9,13,9.318,3.658,8.05,0.463,0.145,0.392,0.37,3.512,7.658,0.459,1.853,3.439,0.539,1.927,5.317,7.244,0.538,0.317,0.61,1.537,3.563,-5.025,4.428,6.44,0.096,3.172,0.023,0.049,0.469,3.195,6.757,0.473,0.294,0.854,0.344,54.245,54.103,11.05,5.489,10.194,0.542,0.073,0.367,0.199,5.415,9.829,0.551,0.318,0.683,0.466,4.803,8.414,0.571,0.293,0.731,0.401,-1.1,-1.6,-2.6,0.487,0.049,0.427,7.3,23.1,14.7,3.3,0.6,2.0,13.8,18.2
1315,78.0,215,80.0,34.5,9,13,9,9,8,4,5,13,9,10,4,11,6,6,12,6.978,2.613,5.092,0.535,0.226,0.591,0.382,2.386,4.5,0.53,1.521,2.138,0.711,1.046,3.796,4.842,0.341,0.818,0.182,0.705,1.66,7.591,5.66,3.908,0.0,1.863,0.0,0.0,,1.933,3.568,0.542,0.432,0.931,0.464,31.218,31.117,6.183,3.001,5.658,0.546,0.181,0.501,0.361,2.818,5.159,0.546,0.318,0.477,0.667,2.227,4.18,0.533,0.272,0.5,0.544,1.0,-0.4,0.6,0.578,0.116,0.42,7.3,25.9,16.7,3.2,2.6,1.1,10.5,19.3
1316,79.5,225,82.0,31.0,4,13,5,8,12,6,8,13,10,12,4,12,16,13,11,4.567,1.595,4.056,0.473,0.649,1.836,0.353,0.946,2.216,0.427,0.731,0.783,0.934,0.782,4.327,5.109,0.459,0.488,0.217,0.92,1.379,-3.379,13.577,1.081,0.108,0.948,0.054,0.082,0.659,0.486,0.999,0.486,0.405,1.135,0.357,34.708,34.84,5.757,2.864,5.27,0.546,0.027,0.216,0.125,2.838,5.054,0.562,0.108,0.161,0.671,2.622,4.65,0.564,0.107,0.24,0.446,-1.9,0.3,-1.6,0.519,0.453,0.193,4.8,26.9,15.8,4.0,1.4,1.1,17.3,14.1
1317,82.5,225,87.0,38.5,9,1,6,2,10,9,3,12,8,3,8,1,4,8,7,5.05,2.05,3.585,0.572,0.0,0.097,0.0,2.05,3.488,0.588,0.951,1.803,0.527,1.635,5.195,6.83,0.487,0.756,0.827,1.122,2.025,3.852,2.477,4.048,0.05,1.952,0.024,0.024,1.0,1.952,3.415,0.572,0.023,0.049,0.469,42.069,41.8,7.488,3.634,7.221,0.518,0.219,0.417,0.525,3.415,6.807,0.502,0.316,0.708,0.446,2.803,5.317,0.527,0.293,0.78,0.376,-1.0,0.3,-0.7,0.577,0.027,0.503,8.5,25.6,17.3,3.3,1.8,3.6,20.4,11.8
1318,79.0,245,86.25,28.5,13,10,10,5,8,8,3,14,8,7,9,10,12,6,11,13.737,5.452,9.785,0.558,0.022,0.048,0.458,5.429,9.738,0.558,2.809,4.047,0.694,1.407,4.902,6.309,0.667,0.454,0.977,1.596,2.524,-0.239,4.231,10.002,0.049,2.858,0.049,0.049,1.0,4.953,8.74,0.567,0.43,0.953,0.451,53.346,53.905,10.118,4.856,9.214,0.549,0.406,1.073,0.378,4.453,8.142,0.547,0.523,0.808,0.647,3.308,6.333,0.522,0.619,1.0,0.619,0.9,-1.5,-0.7,0.594,0.005,0.414,6.0,20.0,13.1,4.2,0.8,3.2,12.1,22.3
1319,72.5,200,74.0,38.5,11,12,12,7,6,4,6,13,6,10,10,12,7,9,10,7.487,2.929,6.195,0.49,0.219,0.927,0.236,2.706,5.269,0.514,1.414,1.853,0.763,0.999,3.586,4.585,0.585,0.78,0.122,1.195,2.684,-2.977,5.959,4.731,0.073,1.926,0.05,0.073,0.685,2.317,4.318,0.537,0.34,0.878,0.387,48.572,48.568,9.418,4.511,7.097,0.663,0.391,0.901,0.434,4.122,6.196,0.665,0.39,0.489,0.798,3.391,5.072,0.669,0.342,0.634,0.539,-1.2,-3.3,-4.5,0.534,0.15,0.299,4.5,17.4,10.7,3.5,1.6,0.5,14.6,15.2
1320,73.0,195,80.0,28.0,13,13,9,9,12,9,6,5,11,6,13,14,13,10,10,10.267,3.952,8.171,0.498,0.242,0.512,0.473,3.705,7.66,0.484,2.122,3.072,0.691,2.366,5.147,7.513,0.293,0.267,0.121,1.634,3.098,-3.658,4.883,7.024,0.0,2.584,0.073,0.195,0.374,3.44,7.05,0.488,0.194,0.415,0.467,51.273,50.681,9.979,4.928,8.364,0.596,0.121,0.389,0.311,4.805,7.976,0.602,0.219,0.583,0.376,4.34,6.879,0.631,0.244,0.513,0.476,-0.4,-1.7,-2.2,0.539,0.063,0.376,9.4,22.7,15.7,1.9,0.5,0.4,14.6,19.4
1321,81.0,225,87.0,29.0,11,10,10,9,14,9,9,4,9,7,8,10,10,11,13,4.688,1.886,4.171,0.469,0.143,0.685,0.209,1.743,3.486,0.5,0.771,1.086,0.71,1.2,4.286,5.486,0.428,0.458,0.285,1.171,2.085,1.8,5.584,2.856,0.113,1.229,0.028,0.028,1.0,1.401,2.657,0.527,0.314,0.799,0.393,41.196,41.218,7.798,3.685,6.427,0.607,0.428,0.799,0.536,3.256,5.628,0.579,0.228,0.4,0.57,2.515,4.373,0.575,0.514,0.858,0.599,-2.4,-1.5,-3.9,0.504,0.164,0.26,6.5,23.4,14.9,3.1,1.1,1.3,20.1,12.8
1322,78.5,240,80.0,33.5,9,13,7,8,10,8,11,15,12,8,13,14,13,11,12,8.649,3.2,6.625,0.508,0.325,0.775,0.419,2.875,5.851,0.491,1.926,2.274,0.847,1.252,5.098,6.35,1.025,0.773,0.398,1.276,2.201,-0.351,6.185,5.0,0.0,2.175,0.074,0.224,0.33,2.425,4.776,0.508,0.373,0.851,0.438,46.706,46.911,7.949,3.95,7.7,0.516,0.05,0.401,0.125,3.901,7.302,0.534,0.4,0.574,0.697,3.377,6.325,0.534,0.125,0.399,0.313,0.0,-0.1,-0.1,0.567,0.117,0.343,6.3,23.4,15.3,6.8,1.6,1.5,14.3,17.4
1323,80.0,230,86.0,24.0,8,0,7,4,8,6,3,2,6,4,5,1,3,6,6,4.7,1.901,3.35,0.571,0.024,0.05,0.48,1.875,3.301,0.568,0.875,1.651,0.53,0.924,4.126,5.05,0.324,0.348,0.351,1.373,2.425,3.151,3.534,3.699,0.0,1.8,0.0,0.023,0.0,1.85,3.202,0.578,0.023,0.075,0.307,46.071,45.923,9.802,4.823,8.149,0.601,0.15,0.451,0.333,4.676,7.701,0.607,0.426,0.526,0.81,4.025,6.599,0.61,0.225,0.574,0.392,-2.3,-2.6,-4.9,0.576,0.015,0.493,4.4,19.3,11.9,2.1,0.8,1.4,25.2,10.8
1324,80.5,230,85.0,27.5,12,6,12,10,10,4,5,10,7,7,8,5,10,11,10,10.658,4.367,8.122,0.55,0.194,0.365,0.532,4.171,7.755,0.538,1.73,2.854,0.606,1.731,6.269,8.0,0.438,0.243,0.756,1.391,2.537,5.294,4.464,7.709,0.05,2.488,0.0,0.023,0.0,3.853,7.195,0.536,0.315,0.538,0.586,53.649,53.402,8.512,4.171,8.146,0.522,0.17,0.512,0.332,4.001,7.633,0.524,0.316,0.584,0.541,3.487,6.609,0.528,0.194,0.439,0.442,-0.1,0.3,0.2,0.568,0.045,0.351,6.6,23.8,15.2,2.8,0.5,2.6,12.9,17.9
1325,83.5,220,92.0,27.5,10,13,9,7,7,15,7,5,7,6,6,15,4,8,9,12.166,4.904,8.357,0.593,0.098,0.5,0.196,4.81,7.857,0.612,2.261,3.215,0.703,1.38,5.547,6.927,0.238,1.048,1.119,1.5,2.547,1.69,3.57,8.761,0.049,2.762,0.022,0.022,1.0,4.356,7.072,0.616,0.43,0.761,0.565,49.186,48.931,7.856,3.857,7.905,0.497,0.143,0.643,0.222,3.714,7.261,0.511,0.38,0.57,0.667,3.048,6.047,0.504,0.286,0.643,0.445,0.7,0.4,1.1,0.623,0.06,0.385,6.5,24.4,15.7,1.6,2.1,3.9,13.3,21.0
1326,81.0,225,87.0,31.0,15,11,9,8,12,4,5,12,8,9,6,11,7,4,11,13.512,5.513,8.828,0.629,0.073,0.146,0.5,5.439,8.681,0.627,2.415,3.489,0.692,2.001,6.704,8.705,0.489,0.609,0.953,1.243,2.731,5.246,3.425,10.537,0.05,2.707,0.049,0.049,1.0,5.22,8.243,0.633,0.171,0.391,0.437,48.666,48.618,9.683,4.779,9.145,0.529,0.121,0.391,0.309,4.658,8.755,0.532,0.268,0.537,0.499,4.073,7.514,0.542,0.318,0.706,0.45,2.4,0.3,2.7,0.652,0.017,0.395,9.0,30.8,19.8,3.4,1.3,3.3,10.7,21.3
1327,78.0,215,83.25,31.0,10,7,5,4,6,8,4,10,8,6,4,6,6,6,10,7.674,2.9,6.45,0.451,0.024,0.024,1.0,2.875,6.426,0.447,1.849,2.774,0.667,1.352,3.622,4.974,0.649,0.675,0.575,1.325,2.651,-0.699,4.425,5.349,0.0,2.125,0.0,0.074,0.0,2.675,5.801,0.461,0.201,0.549,0.366,47.78,47.816,7.799,3.8,7.277,0.536,0.2,0.751,0.266,3.601,6.526,0.552,0.349,0.5,0.698,2.876,5.176,0.556,0.376,0.849,0.443,-1.3,-1.5,-2.8,0.5,0.004,0.43,6.1,15.9,11.1,4.3,1.4,2.3,14.7,16.7
1328,81.5,210,84.0,34.5,15,12,11,9,8,12,5,6,8,10,10,12,10,9,11,7.102,2.815,5.142,0.547,0.0,0.0,,2.815,5.142,0.547,1.471,1.896,0.776,1.367,2.855,4.222,0.244,0.692,0.676,0.981,1.449,3.245,3.197,5.468,0.122,1.713,0.062,0.062,1.0,2.674,4.857,0.551,0.081,0.224,0.362,33.404,33.14,5.226,2.571,4.857,0.538,0.08,0.348,0.23,2.489,4.508,0.552,0.223,0.407,0.548,2.061,3.857,0.534,0.203,0.245,0.829,0.4,-1.0,-0.6,0.594,0.0,0.369,8.5,19.5,13.7,2.4,2.1,4.1,14.1,18.5
1329,74.0,165,79.25,30.5,10,13,7,10,9,4,7,9,10,11,9,13,6,11,10,11.975,4.785,10.31,0.487,0.476,0.997,0.477,4.31,9.309,0.463,1.927,2.714,0.71,2.427,5.382,7.809,0.595,0.308,0.049,1.62,3.071,-8.217,8.221,6.237,0.049,2.286,0.07,0.142,0.493,3.047,6.807,0.448,1.191,2.358,0.505,53.055,53.17,10.381,5.048,8.859,0.586,0.285,0.643,0.443,4.762,8.213,0.58,0.452,0.689,0.656,4.0,6.833,0.585,0.307,0.689,0.446,0.0,-1.6,-1.6,0.52,0.097,0.263,9.2,21.4,15.1,4.0,0.6,0.2,12.3,21.9
1330,71.5,180,74.25,30.0,10,9,6,10,9,9,5,6,7,4,11,10,12,14,10,4.829,1.61,4.295,0.392,0.145,0.537,0.27,1.464,3.755,0.39,1.463,1.976,0.74,0.538,2.779,3.317,0.367,0.147,0.049,0.975,1.682,0.123,8.282,2.438,0.0,1.463,0.074,0.096,0.771,1.147,3.0,0.382,0.244,0.658,0.371,30.558,30.233,5.66,2.756,4.536,0.624,0.146,0.365,0.4,2.612,4.169,0.627,0.269,0.416,0.647,2.269,3.537,0.642,0.073,0.219,0.333,-2.3,-2.2,-4.4,0.468,0.125,0.46,3.6,19.7,11.4,3.5,0.5,0.3,15.9,17.7
1331,77.0,210,82.0,32.0,4,10,15,6,9,13,9,7,6,10,8,11,7,8,10,8.052,3.131,7.026,0.522,1.078,2.393,0.45,2.054,4.631,0.444,0.711,1.367,0.52,1.763,5.737,7.5,0.789,1.053,0.606,1.947,2.185,-9.343,11.754,2.683,0.0,1.711,0.052,0.105,0.495,1.287,2.632,0.489,0.711,1.895,0.375,52.677,52.579,8.923,4.342,8.079,0.552,0.238,0.577,0.412,4.104,7.5,0.547,0.421,0.633,0.665,3.344,6.209,0.539,0.344,0.658,0.523,-1.9,-0.4,-2.3,0.528,0.341,0.195,6.8,23.4,14.9,5.6,2.0,2.0,20.3,16.3
1332,85.0,250,88.0,28.0,8,11,7,5,6,7,5,8,5,8,7,11,7,10,11,10.866,4.35,7.569,0.585,0.162,0.406,0.399,4.189,7.161,0.585,2.0,2.918,0.685,1.326,5.835,7.161,0.407,0.649,1.433,1.73,3.053,-7.647,4.662,7.351,0.054,2.406,0.0,0.0,,3.677,6.161,0.597,0.513,1.001,0.512,51.409,51.427,7.405,3.649,7.784,0.476,0.108,0.461,0.234,3.54,7.324,0.483,0.216,0.434,0.498,3.135,6.433,0.487,0.189,0.46,0.411,-0.3,0.9,0.6,0.614,0.054,0.386,5.6,24.7,15.2,3.0,1.3,4.9,16.3,18.9
1333,81.5,245,85.25,28.5,8,7,12,7,11,12,5,14,8,5,7,6,9,8,11,4.586,1.732,3.245,0.556,0.146,0.34,0.429,1.585,2.902,0.546,0.976,1.414,0.69,0.975,3.317,4.292,0.438,0.414,0.514,1.0,1.537,4.391,4.828,3.024,0.05,1.439,0.022,0.022,1.0,1.488,2.658,0.56,0.073,0.22,0.332,30.416,30.175,4.27,2.098,3.83,0.557,0.073,0.121,0.603,2.026,3.708,0.546,0.195,0.267,0.73,1.682,3.147,0.534,0.147,0.292,0.503,-0.9,0.1,-0.8,0.593,0.105,0.436,7.7,24.6,16.5,4.0,1.4,3.2,20.5,14.7
1334,80.5,230,81.25,30.5,9,9,7,6,8,7,4,7,6,6,9,10,8,6,9,7.292,3.122,5.414,0.577,0.0,0.268,0.0,3.122,5.147,0.607,1.049,1.537,0.682,1.61,5.903,7.513,0.488,0.363,0.706,1.755,3.048,1.413,3.363,6.0,0.097,2.074,0.049,0.097,0.505,2.95,4.805,0.614,0.122,0.244,0.5,47.922,47.581,7.438,3.684,7.316,0.509,0.073,0.145,0.503,3.611,7.169,0.504,0.316,0.462,0.684,3.072,6.295,0.488,0.219,0.416,0.526,-1.3,0.8,-0.6,0.599,0.05,0.284,7.0,25.7,16.3,3.2,0.8,2.7,22.4,14.7
1335,83.0,265,89.0,29.5,13,11,10,5,12,12,5,12,9,10,10,13,7,6,12,10.978,4.425,7.597,0.592,0.149,0.597,0.25,4.275,6.999,0.611,1.977,2.935,0.674,1.598,4.785,6.383,0.427,0.446,1.086,1.003,1.574,12.021,3.519,7.83,0.0,2.403,0.0,0.021,0.0,3.918,6.042,0.648,0.362,0.937,0.386,39.232,39.198,6.109,2.979,6.086,0.502,0.149,0.319,0.467,2.83,5.766,0.491,0.275,0.359,0.766,2.215,4.915,0.451,0.341,0.488,0.699,2.2,0.8,3.0,0.618,0.079,0.386,10.4,28.1,19.7,3.3,1.1,5.4,10.1,23.1
1336,83.5,255,91.0,27.0,16,14,7,7,8,12,10,5,5,9,10,15,14,13,11,19.2,7.799,13.052,0.613,0.401,0.775,0.517,7.399,12.276,0.603,3.199,4.824,0.663,2.05,7.975,10.025,0.252,0.599,2.299,1.551,2.85,-1.075,5.2,13.351,0.05,3.375,0.051,0.051,1.0,6.599,10.699,0.617,0.726,1.525,0.476,62.3,62.106,10.426,5.198,11.85,0.44,0.023,0.151,0.152,5.174,11.701,0.442,0.875,1.725,0.507,4.251,9.85,0.432,0.051,0.126,0.405,2.3,1.3,3.6,0.633,0.059,0.37,7.1,27.2,17.2,1.6,1.0,6.0,9.3,24.5
1337,82.5,245,86.0,33.0,15,8,10,10,13,8,4,8,7,9,4,7,12,6,11,8.103,3.205,5.566,0.578,0.024,0.101,0.238,3.18,5.463,0.582,1.665,2.41,0.691,0.949,3.283,4.232,0.206,0.744,1.206,0.743,1.897,2.257,3.79,6.156,0.051,1.718,0.026,0.026,1.0,3.05,5.18,0.589,0.102,0.256,0.398,30.244,30.158,5.666,2.77,5.539,0.512,0.128,0.231,0.554,2.642,5.307,0.498,0.128,0.254,0.504,2.307,4.717,0.489,0.205,0.333,0.616,1.6,-0.4,1.1,0.611,0.018,0.433,7.1,25.6,16.1,2.3,2.5,7.8,10.1,22.1
1338,81.0,245,84.0,35.5,11,4,6,6,13,11,8,13,11,10,9,4,11,12,12,10.211,4.068,6.721,0.609,0.048,0.21,0.229,4.023,6.512,0.618,2.023,3.721,0.544,2.255,5.839,8.094,0.511,0.979,1.186,1.049,2.421,10.791,3.169,7.673,0.233,2.698,0.139,0.186,0.747,3.698,5.839,0.633,0.187,0.49,0.382,46.809,46.744,6.488,3.186,6.953,0.467,0.117,0.442,0.265,3.07,6.511,0.472,0.21,0.35,0.6,2.653,5.743,0.462,0.209,0.418,0.5,1.6,1.6,3.2,0.611,0.031,0.554,9.6,27.6,18.2,3.3,2.1,5.0,11.2,17.6
1339,79.0,190,83.25,33.5,6,13,10,8,7,6,7,15,11,9,7,15,7,5,11,11.049,3.975,9.0,0.526,1.525,3.977,0.383,2.451,5.023,0.488,1.571,2.048,0.767,1.216,5.117,6.333,1.071,0.74,0.856,1.263,2.309,4.048,12.547,3.382,0.049,2.0,0.049,0.049,1.0,1.642,2.832,0.58,0.76,2.14,0.355,53.787,53.785,9.857,4.711,9.666,0.51,0.43,1.143,0.376,4.285,8.525,0.503,0.476,0.693,0.687,3.382,6.929,0.488,0.428,0.905,0.473,0.3,-0.9,-0.6,0.558,0.442,0.228,5.2,20.4,13.0,6.1,1.4,2.8,11.3,18.7
1340,77.0,205,82.0,30.5,8,5,9,8,8,5,6,11,6,5,8,6,15,11,10,6.253,2.425,4.6,0.535,0.075,0.249,0.301,2.349,4.351,0.54,1.326,1.851,0.716,1.477,5.324,6.801,0.35,0.575,0.699,1.501,2.175,-0.825,4.715,4.449,0.051,1.775,0.099,0.099,1.0,2.1,3.85,0.545,0.126,0.401,0.314,44.845,44.663,7.4,3.65,7.475,0.495,0.099,0.175,0.566,3.55,7.296,0.487,0.375,0.55,0.682,2.953,6.299,0.469,0.226,0.45,0.502,-1.6,0.5,-1.1,0.577,0.054,0.402,7.5,26.6,17.1,2.4,1.3,2.8,21.7,14.1
1341,77.5,190,81.25,31.0,12,7,6,8,6,11,4,11,8,8,8,6,11,9,9,7.801,3.0,6.301,0.478,0.023,0.023,1.0,2.975,6.277,0.474,1.774,3.151,0.563,1.127,4.273,5.4,0.399,1.225,1.175,1.55,2.6,-1.075,4.36,5.901,0.0,2.301,0.05,0.125,0.4,2.9,6.05,0.479,0.024,0.098,0.245,53.418,53.278,9.052,4.425,8.626,0.525,0.201,0.4,0.502,4.225,8.224,0.514,0.4,0.751,0.533,3.425,6.823,0.502,0.399,0.651,0.613,-2.1,-1.3,-3.4,0.507,0.004,0.5,4.5,17.6,11.0,2.4,2.3,4.0,16.8,15.6
1342,78.5,225,80.25,38.5,12,8,8,10,13,4,8,14,11,10,10,7,10,7,11,7.855,3.439,6.927,0.498,0.023,0.096,0.24,3.417,6.828,0.5,0.951,1.95,0.488,1.659,5.781,7.44,0.829,0.657,0.219,1.512,3.27,-9.243,3.624,6.34,0.098,1.927,0.098,0.146,0.671,3.073,6.245,0.492,0.245,0.439,0.558,51.337,51.191,10.074,4.974,8.217,0.613,0.121,0.463,0.261,4.853,7.756,0.626,0.415,0.585,0.709,4.171,6.683,0.624,0.271,0.489,0.554,-1.4,-1.4,-2.8,0.504,0.014,0.282,6.9,26.1,16.1,5.5,1.3,0.8,16.3,16.4
1343,80.5,235,83.0,31.0,9,5,8,7,10,13,7,10,8,9,7,5,6,8,10,8.902,3.659,6.562,0.572,0.194,0.583,0.333,3.465,5.975,0.58,1.392,2.316,0.601,1.928,5.78,7.708,0.753,0.511,1.146,1.537,2.586,-6.487,4.536,6.487,0.0,1.975,0.073,0.122,0.598,3.171,5.342,0.594,0.218,0.512,0.426,47.716,48.28,6.318,3.024,6.438,0.49,0.266,0.537,0.495,2.757,5.904,0.467,0.389,0.756,0.515,2.096,4.659,0.45,0.268,0.488,0.549,-0.1,1.3,1.2,0.587,0.089,0.353,9.0,23.4,16.8,5.5,1.1,4.0,16.9,17.1
1344,80.5,210,84.0,33.0,11,12,6,9,14,11,7,5,10,8,6,12,5,12,11,9.35,3.751,7.05,0.532,0.0,0.125,0.0,3.751,6.927,0.542,1.851,2.501,0.74,2.376,7.198,9.574,0.426,0.174,1.425,2.076,3.55,-5.276,2.485,7.402,0.098,2.574,0.0,0.0,,3.697,6.775,0.546,0.051,0.15,0.34,52.584,52.463,9.424,4.6,9.174,0.514,0.224,0.475,0.472,4.374,8.7,0.503,0.401,0.925,0.434,3.725,7.35,0.507,0.248,0.426,0.582,-1.1,0.8,-0.3,0.574,0.018,0.355,9.7,29.0,19.4,2.7,0.3,4.8,20.3,17.7
