,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
521,80.0,195,88.0,31.5,7,12,15,5,17,11,6,16,11,8,9,13,9,6,10,9.578,3.499,8.024,0.488,0.841,2.946,0.285,2.656,5.08,0.523,1.736,2.368,0.733,1.684,7.263,8.947,1.21,1.08,1.315,0.814,2.185,10.447,9.031,4.263,0.105,2.132,0.026,0.052,0.5,2.105,3.553,0.592,0.526,1.473,0.357,58.237,58.045,10.314,5.026,9.869,0.523,0.263,0.738,0.356,4.763,9.13,0.522,0.184,0.316,0.582,4.131,8.052,0.513,0.447,0.764,0.585,0.3,0.3,0.7,0.528,0.367,0.295,6.3,27.6,16.9,5.6,1.9,4.2,8.2,15.2
522,83.0,225,85.25,37.5,11,7,11,10,11,9,10,8,4,8,3,9,10,4,10,7.772,2.954,5.319,0.577,0.227,0.455,0.499,2.726,4.863,0.561,1.637,2.636,0.621,1.635,4.205,5.84,0.227,1.114,0.819,1.296,1.975,5.545,4.644,5.183,0.0,2.09,0.021,0.021,1.0,2.569,4.364,0.589,0.137,0.476,0.288,35.567,35.671,4.318,2.069,4.796,0.45,0.183,0.497,0.368,1.887,4.295,0.439,0.043,0.159,0.27,1.66,3.661,0.453,0.183,0.477,0.384,0.1,1.9,2.0,0.6,0.086,0.496,10.1,27.5,18.6,1.9,3.1,4.3,16.7,19.5
523,82.5,225,90.0,37.5,0,9,3,2,7,13,7,13,4,0,3,10,3,10,6,5.269,2.1,4.1,0.524,0.097,0.317,0.306,2.001,3.781,0.529,0.976,1.51,0.646,2.001,4.754,6.755,0.39,0.488,1.171,1.66,2.121,-3.145,6.037,2.879,0.05,1.757,0.0,0.0,,1.416,2.368,0.598,0.563,1.416,0.398,43.119,43.174,5.463,2.681,6.172,0.442,0.097,0.292,0.332,2.586,5.879,0.44,0.17,0.489,0.348,2.171,4.829,0.45,0.245,0.561,0.437,-2.1,1.4,-0.7,0.553,0.077,0.368,9.5,23.5,16.4,3.1,1.1,4.9,25.8,12.9
524,79.5,230,84.0,35.0,17,12,17,14,7,14,8,11,13,4,4,13,6,6,11,16.077,6.251,11.099,0.563,0.0,0.023,0.0,6.251,11.076,0.564,3.574,4.949,0.722,1.65,6.924,8.574,0.699,1.175,1.675,1.325,2.901,5.849,3.427,12.4,0.0,3.625,0.051,0.075,0.68,6.15,10.773,0.571,0.051,0.224,0.228,60.958,61.31,9.876,4.825,9.9,0.499,0.225,0.626,0.359,4.602,9.274,0.496,0.475,0.799,0.594,3.876,8.026,0.483,0.248,0.45,0.551,1.8,0.4,2.2,0.605,0.002,0.446,5.6,24.6,14.9,4.0,1.9,5.0,9.1,21.7
525,78.0,240,84.0,25.0,6,13,13,13,16,10,13,15,9,7,5,14,18,6,11,12.273,4.818,9.317,0.588,1.317,3.0,0.439,3.5,6.318,0.554,1.32,1.887,0.7,2.749,6.592,9.341,0.887,1.204,0.568,1.09,2.341,11.364,9.264,5.545,0.181,2.0,0.136,0.159,0.855,2.635,4.75,0.555,0.727,1.411,0.515,51.943,52.013,6.91,3.363,6.591,0.524,0.181,0.591,0.306,3.182,6.001,0.53,0.295,0.59,0.5,2.729,4.908,0.556,0.159,0.499,0.319,2.1,1.3,3.4,0.605,0.322,0.203,11.0,29.7,19.8,5.0,2.3,2.1,9.7,18.9
526,78.0,210,80.0,31.0,13,11,8,7,6,11,12,15,15,5,6,12,10,12,10,10.049,3.7,6.824,0.549,0.098,0.2,0.49,3.601,6.626,0.543,2.55,3.175,0.803,0.6,4.076,4.676,1.15,1.199,0.624,1.1,1.949,5.325,4.616,6.447,0.0,2.552,0.0,0.0,,3.225,5.85,0.551,0.375,0.772,0.486,49.309,49.329,7.599,3.676,6.951,0.547,0.25,0.65,0.385,3.424,6.298,0.544,0.224,0.325,0.689,2.999,5.475,0.548,0.199,0.5,0.398,0.8,-1.1,-0.2,0.611,0.029,0.465,2.7,17.7,10.3,6.9,2.5,2.5,11.8,17.1
527,82.0,240,86.25,31.0,12,15,8,9,8,8,8,18,11,11,5,18,14,8,11,14.908,5.49,9.279,0.604,0.232,0.626,0.371,5.256,8.651,0.608,3.697,4.488,0.824,1.698,6.115,7.813,0.537,0.719,1.442,0.931,2.419,4.208,3.293,10.233,0.14,3.254,0.047,0.047,1.0,5.072,8.279,0.613,0.14,0.325,0.431,49.328,49.414,7.814,3.812,8.279,0.472,0.185,0.349,0.53,3.628,7.931,0.457,0.302,0.537,0.562,3.185,7.118,0.447,0.14,0.278,0.504,3.4,1.1,4.5,0.662,0.067,0.484,7.8,26.3,17.3,3.8,1.5,5.2,7.6,22.4
528,80.5,230,82.25,35.5,9,12,10,11,17,12,13,14,9,12,9,13,7,13,12,11.595,4.595,7.511,0.612,0.0,0.021,0.0,4.595,7.49,0.613,2.405,3.234,0.744,2.045,7.998,10.043,1.044,1.361,0.874,1.385,2.785,11.896,3.326,8.34,0.298,2.383,0.042,0.042,1.0,4.105,6.531,0.629,0.426,0.914,0.466,58.732,59.034,7.809,3.766,8.575,0.455,0.276,0.85,0.325,3.489,7.724,0.452,0.362,0.575,0.63,2.893,6.297,0.459,0.236,0.851,0.277,1.2,2.3,3.5,0.649,0.003,0.431,8.3,30.5,19.7,4.8,2.3,2.8,13.4,15.8
529,74.5,215,78.25,35.5,4,10,8,6,11,7,12,14,6,13,10,10,5,6,11,5.888,2.056,5.028,0.428,0.194,0.667,0.291,1.86,4.36,0.427,1.582,2.279,0.694,2.333,7.139,9.472,0.863,0.75,0.333,1.637,2.555,-5.72,5.934,3.221,0.0,2.194,0.139,0.221,0.629,1.472,3.138,0.469,0.248,0.999,0.248,53.089,53.294,10.029,4.889,8.557,0.586,0.249,0.917,0.272,4.64,7.637,0.608,0.529,0.695,0.761,3.722,6.083,0.612,0.389,0.861,0.452,-1.9,-0.1,-2.0,0.488,0.133,0.453,8.6,30.4,18.7,5.5,1.4,1.1,21.3,12.7
530,79.5,225,83.25,33.5,4,7,7,4,5,10,6,11,10,5,8,7,5,6,7,4.78,1.829,3.512,0.528,0.05,0.123,0.407,1.78,3.39,0.525,1.073,1.732,0.62,1.78,4.732,6.512,1.074,0.489,1.341,1.682,2.78,-7.171,3.322,3.364,0.0,1.754,0.05,0.073,0.685,1.634,2.929,0.558,0.097,0.392,0.247,47.775,47.846,8.171,4.024,7.951,0.514,0.122,0.341,0.358,3.901,7.61,0.513,0.269,0.39,0.69,3.364,6.658,0.505,0.267,0.561,0.476,-1.8,-0.6,-2.4,0.559,0.035,0.493,7.8,20.7,14.3,7.1,1.0,4.6,28.2,11.2
531,80.0,225,81.25,27.0,12,6,8,5,8,7,7,6,8,5,12,7,9,10,9,11.026,4.405,7.954,0.555,0.022,0.022,1.0,4.382,7.928,0.553,2.192,3.191,0.687,1.857,5.856,7.713,0.714,0.332,0.524,1.524,2.977,0.214,3.092,8.715,0.0,3.143,0.071,0.167,0.425,4.287,7.643,0.561,0.021,0.119,0.176,57.263,57.214,10.262,5.072,9.071,0.566,0.12,0.263,0.456,4.953,8.809,0.562,0.478,0.738,0.648,4.285,7.69,0.557,0.189,0.382,0.495,0.3,-1.1,-0.8,0.589,0.003,0.401,6.6,22.8,14.3,3.9,0.6,1.6,14.0,16.9
532,84.5,255,93.0,28.0,17,11,12,9,6,15,5,16,8,6,10,13,7,11,12,20.126,8.425,12.575,0.671,0.025,0.048,0.521,8.4,12.527,0.671,3.25,5.375,0.605,2.449,5.627,8.076,0.424,1.301,1.801,1.35,2.925,9.823,2.885,16.351,0.15,3.799,0.051,0.051,1.0,8.1,12.001,0.675,0.225,0.475,0.474,60.127,60.438,8.201,4.05,8.649,0.474,0.099,0.249,0.398,3.951,8.401,0.47,0.424,0.976,0.434,3.375,7.15,0.472,0.15,0.275,0.545,3.7,0.3,4.0,0.674,0.004,0.427,9.2,21.3,15.2,2.5,2.2,5.6,8.3,24.4
533,79.5,235,83.25,28.0,8,12,5,14,18,7,5,8,10,12,14,14,11,8,11,12.875,4.874,8.651,0.565,0.024,0.024,1.0,4.85,8.624,0.562,3.102,4.049,0.766,2.725,8.099,10.824,0.724,0.276,0.949,1.474,3.327,0.076,3.164,9.4,0.099,3.449,0.15,0.35,0.429,4.526,7.9,0.573,0.15,0.374,0.401,52.049,52.337,8.249,4.051,9.075,0.455,0.15,0.425,0.353,3.899,8.648,0.451,0.325,0.55,0.591,3.374,7.499,0.45,0.2,0.6,0.333,2.0,2.4,4.4,0.617,0.003,0.468,11.2,33.2,22.2,5.3,0.5,3.2,12.4,20.4
534,80.5,215,86.0,32.0,10,18,7,6,7,5,13,8,14,9,12,20,10,10,10,5.11,1.81,3.81,0.503,0.215,0.433,0.497,1.594,3.377,0.472,1.27,1.514,0.839,0.73,5.161,5.891,1.297,0.84,0.919,1.327,2.162,3.593,6.968,2.326,0.0,1.566,0.135,0.242,0.558,1.027,2.027,0.507,0.433,1.108,0.391,44.913,46.012,6.27,3.055,6.649,0.472,0.161,0.46,0.35,2.892,6.188,0.467,0.271,0.349,0.777,2.514,5.432,0.463,0.107,0.405,0.264,-1.4,1.1,-0.3,0.571,0.114,0.397,4.1,22.6,14.5,8.8,1.8,3.8,22.9,11.7
535,82.5,230,88.25,30.5,10,9,7,7,6,10,8,7,4,5,11,9,5,12,9,4.809,1.762,3.429,0.531,0.119,0.189,0.63,1.643,3.239,0.507,1.168,1.524,0.766,0.477,3.119,3.596,0.214,0.334,0.833,1.001,1.855,-0.856,3.992,3.191,0.0,1.453,0.022,0.022,1.0,1.572,3.023,0.52,0.048,0.189,0.254,30.833,31.0,5.143,2.525,5.55,0.463,0.094,0.43,0.219,2.429,5.117,0.475,0.285,0.405,0.704,2.048,4.501,0.455,0.095,0.213,0.446,-1.6,0.0,-1.6,0.587,0.055,0.444,3.4,21.8,12.7,2.4,1.1,4.8,19.6,15.2
536,78.5,215,82.0,31.0,4,5,10,9,9,9,8,9,9,10,9,5,12,12,12,4.791,1.908,3.302,0.588,0.069,0.209,0.33,1.838,3.094,0.594,0.908,1.604,0.566,1.395,5.21,6.605,1.025,0.673,0.931,1.116,1.815,8.72,4.042,3.303,0.094,1.559,0.071,0.093,0.763,1.583,2.742,0.577,0.187,0.256,0.73,47.114,47.291,7.512,3.651,8.372,0.449,0.21,1.115,0.188,3.441,7.257,0.474,0.279,0.393,0.71,2.767,6.069,0.456,0.397,0.789,0.503,-0.8,0.7,-0.1,0.598,0.063,0.486,6.9,22.8,15.3,5.9,1.4,3.4,21.8,9.8
537,77.0,220,81.25,31.0,11,15,14,6,13,11,8,8,7,6,6,16,7,12,10,17.974,7.15,12.876,0.584,0.749,1.725,0.434,6.399,11.151,0.574,2.925,3.799,0.77,2.449,8.177,10.626,0.45,0.851,1.4,1.35,2.75,1.85,7.548,9.998,0.051,3.151,0.051,0.1,0.51,4.951,8.551,0.579,1.4,2.5,0.56,58.018,57.556,9.148,4.525,9.15,0.5,0.099,0.527,0.188,4.426,8.625,0.513,0.527,0.85,0.62,3.674,7.124,0.516,0.224,0.648,0.346,2.7,1.6,4.3,0.618,0.134,0.295,8.9,28.6,18.9,3.0,1.5,4.3,8.5,24.4
538,80.0,235,82.25,27.0,11,8,11,11,16,15,8,15,11,11,11,8,8,11,12,12.071,4.809,8.929,0.54,0.022,0.048,0.458,4.787,8.881,0.539,2.428,4.143,0.586,2.239,7.738,9.977,0.929,0.738,0.475,1.12,2.239,9.952,3.204,9.333,0.189,3.358,0.119,0.141,0.844,4.475,8.143,0.55,0.118,0.595,0.198,57.422,57.542,7.524,3.618,7.428,0.506,0.285,0.785,0.363,3.334,6.642,0.502,0.332,0.476,0.697,2.689,5.452,0.493,0.309,0.714,0.433,1.3,1.8,3.0,0.561,0.005,0.464,8.6,29.3,19.1,4.9,1.3,1.7,9.4,18.5
539,82.5,240,85.0,28.5,9,5,14,12,12,8,5,16,11,8,9,5,10,8,11,8.511,3.463,6.097,0.574,0.073,0.243,0.3,3.388,5.853,0.579,1.51,2.295,0.658,2.513,6.413,8.926,1.734,1.122,0.952,1.488,3.073,-2.074,3.019,6.683,0.049,2.221,0.098,0.144,0.681,3.244,5.537,0.586,0.05,0.17,0.294,58.224,58.27,9.293,4.586,9.121,0.509,0.122,0.489,0.249,4.462,8.635,0.517,0.219,0.389,0.563,4.001,7.756,0.516,0.244,0.488,0.5,0.5,0.2,0.7,0.599,0.04,0.376,10.0,24.5,17.4,9.0,1.9,2.9,17.3,13.6
540,80.0,245,84.25,33.0,11,6,7,8,11,13,8,6,7,14,10,6,12,14,10,15.025,6.34,10.682,0.594,0.0,0.023,0.0,6.34,10.659,0.595,2.34,4.414,0.53,2.463,7.342,9.805,0.193,1.025,1.146,1.366,2.584,9.0,3.242,12.439,0.05,3.196,0.171,0.341,0.501,6.047,10.048,0.602,0.121,0.267,0.453,50.604,50.525,6.488,3.22,7.293,0.445,0.05,0.439,0.114,3.17,6.854,0.463,0.342,0.634,0.539,2.658,5.901,0.45,0.171,0.316,0.541,2.1,2.8,4.9,0.595,0.002,0.413,10.9,30.4,21.0,1.3,2.0,4.3,9.8,24.9
541,85.5,270,89.0,24.5,12,10,6,10,5,9,7,16,10,6,5,10,12,9,10,11.831,4.807,7.754,0.62,0.0,0.022,0.0,4.807,7.73,0.622,2.22,2.975,0.746,1.318,4.144,5.462,0.587,0.78,1.171,1.051,2.367,2.463,3.13,9.122,0.05,2.463,0.0,0.073,0.0,4.562,7.023,0.65,0.244,0.634,0.385,47.709,47.755,7.634,3.781,7.685,0.497,0.074,0.219,0.338,3.706,7.464,0.497,0.512,1.0,0.512,3.023,6.194,0.488,0.171,0.269,0.636,1.9,-0.7,1.2,0.653,0.003,0.384,6.1,18.5,12.4,4.3,1.6,4.5,10.4,19.2
542,77.0,225,77.25,35.0,6,12,11,10,11,8,9,17,6,9,7,12,13,13,11,13.189,4.809,11.572,0.504,2.049,5.643,0.363,2.762,5.93,0.466,1.523,1.93,0.789,2.265,7.52,9.785,0.882,0.787,0.213,1.546,2.905,-6.859,13.275,2.856,0.094,2.072,0.072,0.096,0.75,1.309,2.762,0.474,1.334,3.071,0.434,58.392,58.164,10.477,5.023,8.762,0.598,0.429,0.952,0.451,4.594,7.81,0.588,0.284,0.667,0.426,4.119,6.572,0.627,0.19,0.572,0.332,0.3,-0.2,0.1,0.531,0.488,0.167,7.8,28.4,17.6,5.5,1.4,0.6,11.1,21.5
543,79.0,215,81.0,30.5,10,15,7,8,5,12,9,6,9,6,13,16,14,11,11,16.804,6.44,12.854,0.508,0.17,0.902,0.188,6.267,11.951,0.524,3.755,4.658,0.806,1.925,5.88,7.805,0.853,1.245,1.246,1.706,2.732,-1.706,5.507,10.341,0.098,3.658,0.34,0.513,0.663,4.828,9.001,0.536,1.1,2.439,0.451,56.341,56.371,9.194,4.51,9.634,0.477,0.171,0.512,0.334,4.34,9.121,0.476,0.462,0.879,0.526,3.611,7.415,0.487,0.269,0.83,0.324,1.7,0.2,1.9,0.564,0.07,0.362,7.2,22.1,14.6,6.4,2.2,3.7,10.3,26.7
544,75.5,210,80.0,41.5,7,7,11,6,5,14,14,9,10,7,7,7,12,15,10,8.333,3.5,7.167,0.502,0.189,0.785,0.241,3.308,6.381,0.518,1.142,1.952,0.585,2.215,5.953,8.168,1.428,0.809,1.502,1.978,2.835,-8.047,5.88,5.143,0.0,2.309,0.071,0.167,0.425,2.499,4.856,0.515,0.738,1.358,0.543,57.001,57.127,9.427,4.669,9.595,0.492,0.096,0.38,0.253,4.571,9.215,0.496,0.572,0.976,0.586,3.81,7.788,0.489,0.19,0.452,0.42,-1.2,0.0,-1.2,0.519,0.11,0.272,7.8,22.0,14.7,8.1,1.4,4.4,19.8,15.6
545,79.0,190,83.0,28.5,10,9,6,13,17,5,7,10,6,14,8,10,12,13,11,9.801,3.7,8.3,0.455,0.149,0.701,0.213,3.55,7.6,0.467,2.249,3.701,0.608,2.6,7.277,9.877,0.698,0.401,0.3,1.7,3.299,-3.951,5.099,6.151,0.15,2.975,0.098,0.199,0.492,2.95,6.1,0.484,0.475,1.3,0.365,57.067,56.875,10.775,5.276,9.776,0.551,0.224,1.101,0.203,5.049,8.674,0.582,0.475,0.774,0.614,4.349,7.174,0.606,0.225,0.724,0.311,-0.8,-0.1,-0.9,0.494,0.084,0.446,9.4,30.2,19.1,4.1,0.7,0.9,14.6,18.2
546,82.5,265,83.25,32.0,11,8,10,7,8,14,11,6,12,12,9,9,8,12,11,12.951,5.096,9.073,0.582,0.365,0.903,0.404,4.731,8.171,0.579,2.39,3.83,0.624,1.561,5.634,7.195,0.585,0.367,1.682,1.366,2.78,1.805,4.538,9.071,0.0,2.878,0.023,0.023,1.0,4.512,7.586,0.595,0.194,0.561,0.346,57.843,57.874,7.315,3.514,8.611,0.425,0.293,0.706,0.415,3.219,7.902,0.407,0.389,0.952,0.409,2.681,6.365,0.421,0.145,0.584,0.248,0.8,1.0,1.8,0.602,0.1,0.422,5.9,21.3,13.6,3.5,0.6,5.4,11.3,18.9
547,79.5,205,86.25,28.0,3,10,10,4,3,10,9,9,8,5,10,10,11,9,7,10.666,4.181,7.693,0.562,0.281,0.693,0.405,3.897,6.999,0.557,2.026,2.64,0.767,1.152,4.744,5.896,0.563,1.385,1.589,1.462,2.385,-3.281,8.129,5.282,0.0,2.513,0.076,0.128,0.594,2.563,4.538,0.565,1.257,2.333,0.539,54.267,54.319,6.794,3.385,8.232,0.413,0.025,0.435,0.057,3.36,7.795,0.431,0.335,0.668,0.501,2.974,6.77,0.439,0.052,0.36,0.144,-0.1,0.8,0.7,0.602,0.09,0.343,4.8,18.4,11.8,3.5,2.5,5.2,14.2,17.3
548,82.0,240,86.0,34.0,14,12,6,7,16,6,9,11,6,6,4,14,5,13,10,13.828,5.367,8.927,0.609,0.146,0.439,0.333,5.219,8.488,0.615,2.95,4.416,0.668,1.707,7.731,9.438,0.267,0.782,0.879,1.048,1.927,4.317,3.328,10.049,0.0,3.171,0.023,0.023,1.0,4.999,7.829,0.639,0.195,0.634,0.308,52.782,53.002,9.56,4.634,8.855,0.54,0.292,0.78,0.374,4.343,8.072,0.538,0.365,0.682,0.535,3.781,6.829,0.554,0.195,0.561,0.348,2.1,1.0,3.0,0.636,0.049,0.495,7.2,31.0,19.5,1.7,1.5,2.9,8.8,20.5
549,81.0,235,84.25,29.5,12,14,10,7,9,11,13,10,10,13,9,16,12,10,11,18.023,7.14,12.537,0.583,0.35,0.743,0.471,6.79,11.79,0.576,3.395,4.441,0.764,2.324,6.608,8.932,0.79,1.512,1.626,1.233,2.791,3.606,4.871,12.421,0.14,3.372,0.209,0.349,0.599,6.0,9.884,0.607,0.582,1.559,0.373,58.477,58.651,8.397,4.116,8.952,0.469,0.161,0.443,0.363,3.955,8.512,0.465,0.232,0.581,0.399,3.675,7.63,0.482,0.047,0.302,0.156,3.1,1.0,4.1,0.622,0.059,0.354,8.5,22.8,15.9,5.1,2.6,5.1,7.8,24.2
550,79.5,210,84.25,28.0,14,7,13,9,18,12,8,14,9,13,5,8,12,14,12,14.31,5.576,10.663,0.54,0.356,0.822,0.433,5.223,9.844,0.531,2.8,4.112,0.681,3.423,9.242,12.665,0.91,1.157,1.111,1.267,3.045,12.954,4.486,10.044,0.046,3.134,0.021,0.11,0.191,4.999,9.023,0.554,0.2,0.713,0.281,58.502,58.876,6.02,2.954,7.154,0.421,0.111,0.889,0.125,2.845,6.267,0.454,0.088,0.355,0.248,2.444,5.156,0.474,0.311,0.756,0.411,2.2,4.0,6.2,0.574,0.077,0.386,12.3,33.5,22.9,4.8,2.0,3.9,9.2,20.5
551,79.5,245,84.0,30.0,11,10,9,11,12,7,12,7,8,6,8,9,11,11,12,6.814,3.0,5.745,0.53,0.093,0.419,0.222,2.908,5.327,0.546,0.721,1.326,0.544,1.349,4.253,5.602,0.418,0.324,0.836,0.883,2.14,0.301,4.893,4.883,0.048,1.533,0.0,0.021,0.0,2.444,4.302,0.568,0.466,1.0,0.466,39.653,39.37,7.697,3.791,6.767,0.569,0.116,0.326,0.356,3.677,6.443,0.571,0.28,0.442,0.633,3.278,5.651,0.58,0.115,0.351,0.328,-0.4,-1.2,-1.6,0.538,0.073,0.231,7.2,24.6,15.6,3.2,0.8,3.9,12.2,16.5
552,83.5,245,90.0,33.0,11,9,12,9,17,13,11,10,10,6,11,10,12,10,12,11.167,4.5,8.083,0.562,0.083,0.139,0.597,4.415,7.943,0.556,2.084,2.834,0.735,2.304,7.528,9.832,1.055,0.749,1.223,1.805,2.752,6.362,2.996,8.612,0.056,2.639,0.055,0.055,1.0,4.251,7.584,0.561,0.111,0.307,0.362,54.572,54.341,9.389,4.585,9.386,0.5,0.221,0.749,0.295,4.362,8.639,0.505,0.111,0.249,0.446,3.944,7.749,0.509,0.306,0.638,0.48,0.5,1.1,1.6,0.598,0.017,0.351,9.5,32.9,20.8,6.0,1.4,4.2,16.2,18.4
553,81.5,235,88.25,29.5,15,14,16,8,15,11,5,13,6,8,9,15,12,13,12,16.053,6.271,10.649,0.61,0.46,1.161,0.396,5.81,9.487,0.612,3.054,4.624,0.66,2.649,8.216,10.865,0.459,1.594,1.324,1.217,2.813,14.001,4.509,10.865,0.054,3.216,0.027,0.054,0.5,5.404,8.54,0.633,0.378,0.891,0.424,55.573,55.433,10.188,5.027,10.053,0.507,0.135,0.434,0.311,4.892,9.624,0.508,0.27,0.513,0.526,4.353,8.458,0.515,0.271,0.649,0.418,2.8,1.3,4.2,0.633,0.109,0.434,10.0,34.5,21.5,2.9,2.9,4.4,8.8,22.3
554,74.5,195,81.0,25.5,9,9,12,12,8,10,5,16,9,6,8,9,7,9,11,8.077,3.127,6.649,0.493,0.299,0.824,0.363,2.824,5.826,0.485,1.525,2.126,0.717,1.602,3.773,5.375,0.674,0.501,0.399,0.574,1.951,-2.477,7.067,4.801,0.0,1.948,0.05,0.05,1.0,2.348,4.9,0.479,0.426,0.874,0.487,36.067,36.077,6.901,3.4,6.525,0.529,0.098,0.276,0.355,3.3,6.25,0.528,0.474,0.701,0.676,2.774,5.303,0.523,0.051,0.251,0.203,1.7,-0.9,0.9,0.532,0.124,0.32,8.8,23.1,15.6,6.4,1.4,2.0,7.0,19.8
555,79.0,230,83.25,32.5,11,13,11,6,8,11,10,11,7,7,15,15,6,14,11,11.186,4.28,8.327,0.526,0.208,0.627,0.332,4.071,7.698,0.529,2.419,3.186,0.759,1.534,5.675,7.209,0.627,0.72,1.559,1.676,3.046,6.698,5.13,7.348,0.0,2.677,0.186,0.302,0.616,3.49,6.744,0.517,0.396,0.651,0.608,53.268,52.84,8.071,3.953,9.091,0.444,0.163,0.442,0.369,3.791,8.65,0.438,0.441,0.741,0.595,3.254,7.397,0.44,0.093,0.513,0.181,-0.2,0.7,0.6,0.575,0.075,0.383,6.0,23.5,14.5,3.8,1.4,5.4,14.7,19.1
556,81.0,235,83.25,27.5,14,15,13,9,17,9,12,14,5,10,7,16,10,8,11,14.69,5.524,9.976,0.575,0.428,1.238,0.346,5.097,8.737,0.583,3.215,4.026,0.799,2.455,7.664,10.119,0.357,0.954,0.332,1.643,3.0,3.0,4.896,9.43,0.19,3.311,0.022,0.022,1.0,4.692,7.785,0.603,0.38,0.928,0.409,54.737,54.646,8.571,4.141,7.881,0.544,0.286,0.595,0.481,3.856,7.287,0.529,0.168,0.262,0.641,3.38,6.214,0.544,0.308,0.809,0.381,1.7,1.2,2.8,0.625,0.124,0.404,9.7,31.7,20.4,2.2,1.7,1.2,12.3,21.7
557,78.5,240,83.25,30.0,8,14,8,7,8,6,13,6,5,12,17,14,8,10,9,14.375,5.548,10.749,0.525,0.2,0.701,0.285,5.352,10.052,0.532,3.073,4.524,0.679,2.075,6.324,8.399,0.675,0.575,1.175,1.649,2.825,4.574,6.101,8.45,0.051,4.127,0.326,0.574,0.568,3.901,6.951,0.561,1.125,2.525,0.446,56.405,55.94,9.225,4.501,8.527,0.541,0.223,0.649,0.344,4.274,7.877,0.543,0.549,0.8,0.686,3.474,6.475,0.537,0.249,0.6,0.415,1.2,-0.1,1.1,0.564,0.065,0.421,7.9,22.6,15.5,4.4,1.0,3.8,11.5,22.8
558,81.5,235,85.0,32.5,12,9,10,5,15,8,6,12,9,8,13,8,14,10,10,18.799,7.975,12.825,0.628,0.149,0.499,0.299,7.826,12.327,0.635,2.702,4.376,0.617,3.151,6.649,9.8,0.9,1.249,1.35,1.226,1.999,13.025,3.031,15.402,0.25,3.35,0.401,0.649,0.618,7.302,11.324,0.645,0.125,0.35,0.357,53.122,53.292,8.5,4.15,8.627,0.493,0.2,0.449,0.445,3.948,8.175,0.483,0.376,0.725,0.519,3.325,6.95,0.478,0.25,0.5,0.5,4.6,1.0,5.6,0.637,0.039,0.341,12.4,29.4,20.4,6.0,2.4,4.9,7.7,26.3
559,80.5,215,80.0,28.5,14,7,7,9,17,6,9,10,8,12,13,8,5,9,11,12.829,4.942,9.828,0.507,0.085,0.113,0.752,4.856,9.713,0.5,2.857,4.113,0.695,2.342,7.658,10.0,0.6,0.346,0.885,1.656,2.971,-4.201,3.965,9.659,0.057,3.172,0.028,0.142,0.197,4.8,9.287,0.517,0.028,0.285,0.098,51.05,50.706,8.999,4.429,8.457,0.532,0.143,0.459,0.312,4.285,7.998,0.536,0.343,0.656,0.523,3.659,6.83,0.536,0.287,0.514,0.558,0.8,1.2,2.1,0.551,0.011,0.418,9.9,34.2,21.7,4.4,0.7,3.1,12.5,23.4
560,80.0,210,82.0,30.5,10,10,12,7,11,12,7,12,12,9,7,12,7,15,11,5.829,2.221,4.756,0.485,0.171,0.829,0.206,2.048,3.926,0.522,1.22,1.561,0.782,0.682,3.34,4.022,0.952,0.416,0.343,1.096,1.686,0.0,5.954,3.511,0.0,1.415,0.0,0.0,,1.756,3.366,0.522,0.293,0.56,0.523,39.298,39.461,7.366,3.633,6.198,0.594,0.097,0.269,0.361,3.536,5.928,0.596,0.366,0.561,0.652,3.098,5.196,0.596,0.073,0.17,0.429,-1.2,-2.1,-3.3,0.535,0.174,0.328,4.1,18.3,11.5,7.2,1.1,1.6,16.8,15.2
561,80.5,220,85.0,28.0,9,13,4,12,9,12,8,7,5,8,10,15,8,9,9,18.19,7.238,12.381,0.598,0.334,0.785,0.425,6.906,11.594,0.596,3.382,4.308,0.785,1.976,6.431,8.407,0.357,1.737,1.477,1.667,2.619,11.24,3.786,13.239,0.0,3.713,0.049,0.071,0.69,6.548,10.833,0.604,0.285,0.692,0.412,54.342,54.211,7.43,3.643,8.619,0.431,0.143,0.476,0.3,3.498,8.142,0.43,0.309,0.596,0.518,2.977,7.118,0.418,0.214,0.429,0.499,2.6,1.7,4.4,0.637,0.063,0.348,8.2,24.1,16.6,2.4,3.2,5.1,10.5,26.2
